Record_ID,Equipment_ID,Equipment_Type,Site,Month,Day_of_Week,Weather,Rental_Days,Engine_Hours,Idle_Hours,Current_Rentals,Available_Equipment,Previous_Demand,Predicted_Demand
280,EQX1280,Bulldozer,Chennai Metro,March,Thursday,Cloudy,13,123,35,107,57,102,108
281,EQX1281,Crane,Patna Bridge,July,Thursday,Cloudy,5,50,20,66,22,56,72
282,EQX1282,Crane,Mysuru Township,May,Thursday,Hot,26,192,22,40,54,50,57
283,EQX1283,Crane,Mysuru Township,February,Saturday,Sunny,18,147,52,8,48,7,8
284,EQX1284,Wheel Loader,Hyderabad Ring Road,August,Saturday,Cloudy,27,349,25,91,33,80,96
285,EQX1285,Backhoe Loader,Vizag Port,April,Thursday,Hot,23,232,25,14,30,18,22
286,EQX1286,Roller,Surat Industrial,September,Friday,Sunny,18,133,28,94,59,104,120
287,EQX1287,Bulldozer,Kolkata Dock,February,Saturday,Sunny,6,85,0,77,43,83,93
288,EQX1288,Roller,Pune Highway,June,Friday,Cloudy,1,14,27,70,49,71,82
289,EQX1289,Wheel Loader,Ahmedabad SEZ,August,Thursday,Cloudy,15,201,49,24,24,9,18
290,EQX1290,Bulldozer,Hyderabad Ring Road,May,Thursday,Hot,4,71,14,49,21,44,54
291,EQX1291,Wheel Loader,Kolkata Dock,September,Monday,Rainy,16,110,41,45,6,39,46
292,EQX1292,Bulldozer,Pune Highway,January,Tuesday,Foggy,22,269,9,71,13,73,79
293,EQX1293,Crane,Indore Logistics,September,Thursday,Rainy,8,108,15,28,42,34,39
294,EQX1294,Roller,Patna Bridge,January,Tuesday,Cloudy,29,217,25,54,2,61,65
295,EQX1295,Wheel Loader,Mysuru Township,May,Thursday,Sunny,4,65,19,51,22,42,57
296,EQX1296,Bulldozer,Goa Port,May,Monday,Hot,21,187,28,83,27,86,99
297,EQX1297,Crane,Patna Bridge,June,Saturday,Cloudy,6,93,32,83,39,70,83
298,EQX1298,Grader,Mumbai Port,June,Thursday,Rainy,10,65,37,93,11,94,108
299,EQX1299,Roller,Mysuru Township,October,Saturday,Sunny,13,122,49,86,36,93,103
300,EQX1300,Grader,Bhopal Quarry,September,Monday,Cloudy,10,75,30,112,30,116,130
301,EQX1301,Crane,Vizag Port,January,Thursday,Foggy,7,96,64,69,43,69,71
302,EQX1302,Dump Truck,Indore Logistics,July,Tuesday,Cloudy,16,114,56,8,52,17,25
303,EQX1303,Backhoe Loader,Mumbai Port,January,Sunday,Foggy,18,149,40,77,49,86,90
304,EQX1304,Dump Truck,Pune Highway,September,Sunday,Sunny,19,122,50,110,25,112,131
305,EQX1305,Excavator,Kochi Harbor,December,Thursday,Foggy,7,66,24,43,57,29,29
306,EQX1306,Backhoe Loader,Indore Logistics,June,Friday,Rainy,28,192,2,31,53,39,46
307,EQX1307,Crane,Surat Industrial,December,Monday,Cloudy,6,64,20,109,15,119,128
308,EQX1308,Crane,Patna Bridge,September,Sunday,Rainy,18,136,19,42,38,35,41
309,EQX1309,Bulldozer,Bengaluru Airport,March,Tuesday,Cloudy,9,128,7,94,57,83,89
310,EQX1310,Grader,Mumbai Port,December,Saturday,Foggy,25,321,25,67,11,70,75
311,EQX1311,Backhoe Loader,Ahmedabad SEZ,November,Wednesday,Cloudy,15,110,0,56,34,64,67
312,EQX1312,Crane,Lucknow Expressway,August,Saturday,Cloudy,19,138,0,98,31,103,121
313,EQX1313,Crane,Delhi NCR,February,Wednesday,Cloudy,14,174,49,39,22,50,51
314,EQX1314,Crane,Vizag Port,September,Monday,Sunny,19,243,24,119,45,128,147
315,EQX1315,Excavator,Chennai Metro,February,Thursday,Cloudy,4,53,52,63,2,78,82
316,EQX1316,Wheel Loader,Jaipur Smart City,December,Monday,Sunny,6,80,5,88,25,81,93
317,EQX1317,Crane,Coimbatore Plant,November,Tuesday,Foggy,2,38,37,97,46,106,112
318,EQX1318,Roller,Pune Highway,November,Friday,Sunny,1,22,8,21,39,13,17
319,EQX1319,Dump Truck,Lucknow Expressway,January,Thursday,Sunny,27,175,0,66,6,58,69
320,EQX1320,Bulldozer,Pune Highway,December,Sunday,Sunny,11,97,6,53,51,64,71
321,EQX1321,Grader,Vizag Port,November,Thursday,Foggy,3,48,0,83,43,73,79
322,EQX1322,Crane,Vizag Port,December,Monday,Sunny,30,289,26,115,15,102,116
323,EQX1323,Grader,Kolkata Dock,February,Monday,Cloudy,14,137,3,36,19,41,43
324,EQX1324,Wheel Loader,Patna Bridge,September,Wednesday,Sunny,24,249,0,113,56,119,138
325,EQX1325,Wheel Loader,Goa Port,September,Sunday,Sunny,7,89,30,87,5,97,115
326,EQX1326,Wheel Loader,Pune Highway,August,Wednesday,Cloudy,8,92,1,72,58,57,71
327,EQX1327,Crane,Mysuru Township,March,Sunday,Cloudy,14,129,8,102,32,117,125
328,EQX1328,Bulldozer,Hyderabad Ring Road,January,Friday,Cloudy,1,14,4,12,52,9,7
329,EQX1329,Backhoe Loader,Goa Port,November,Friday,Foggy,25,238,26,15,42,17,15
330,EQX1330,Grader,Jaipur Smart City,May,Friday,Sunny,3,36,16,73,22,70,87
331,EQX1331,Bulldozer,Mumbai Port,May,Friday,Hot,2,16,53,19,31,23,28
332,EQX1332,Excavator,Pune Highway,May,Wednesday,Sunny,1,15,0,25,33,40,52
333,EQX1333,Backhoe Loader,Vizag Port,March,Wednesday,Cloudy,24,296,0,103,59,88,95
334,EQX1334,Roller,Nagpur Mine,May,Wednesday,Sunny,23,250,0,68,31,69,86
335,EQX1335,Excavator,Kolkata Dock,August,Saturday,Rainy,6,72,7,119,38,125,143
336,EQX1336,Bulldozer,Goa Port,April,Thursday,Cloudy,1,6,30,10,32,6,9
337,EQX1337,Grader,Kochi Harbor,March,Thursday,Sunny,26,309,27,33,22,25,31
338,EQX1338,Crane,Mysuru Township,May,Friday,Sunny,12,88,0,27,16,37,50
339,EQX1339,Excavator,Indore Logistics,July,Thursday,Rainy,28,248,11,46,7,48,62
340,EQX1340,Excavator,Jaipur Smart City,June,Thursday,Rainy,19,237,12,64,25,67,78
341,EQX1341,Wheel Loader,Mumbai Port,December,Saturday,Cloudy,5,43,0,34,36,30,31
342,EQX1342,Excavator,Ahmedabad SEZ,June,Tuesday,Rainy,28,331,11,18,15,19,26
343,EQX1343,Roller,Vizag Port,August,Friday,Rainy,23,186,0,34,59,46,55
344,EQX1344,Roller,Indore Logistics,December,Sunday,Foggy,24,162,0,69,10,74,80
345,EQX1345,Roller,Surat Industrial,February,Sunday,Sunny,22,161,15,38,56,33,38
346,EQX1346,Roller,Lucknow Expressway,December,Sunday,Cloudy,11,107,18,14,14,5,5
347,EQX1347,Bulldozer,Coimbatore Plant,March,Sunday,Sunny,15,145,37,20,36,16,20
348,EQX1348,Wheel Loader,Indore Logistics,August,Wednesday,Cloudy,9,111,2,25,53,31,40
349,EQX1349,Excavator,Vizag Port,April,Saturday,Hot,3,40,42,55,34,41,48
350,EQX1350,Backhoe Loader,Chennai Metro,May,Monday,Sunny,13,170,58,100,37,92,110
351,EQX1351,Dump Truck,Pune Highway,February,Thursday,Sunny,1,30,27,21,14,32,37
352,EQX1352,Crane,Hyderabad Ring Road,November,Saturday,Foggy,19,198,0,7,6,5,5
353,EQX1353,Dump Truck,Lucknow Expressway,March,Sunday,Sunny,4,38,2,26,38,24,29
354,EQX1354,Roller,Ahmedabad SEZ,August,Wednesday,Rainy,22,203,23,32,60,22,30
355,EQX1355,Backhoe Loader,Bengaluru Airport,August,Thursday,Rainy,20,219,11,87,20,87,103
356,EQX1356,Dump Truck,Nagpur Mine,January,Friday,Sunny,13,104,12,87,58,97,107
357,EQX1357,Wheel Loader,Chennai Metro,November,Thursday,Foggy,13,178,32,66,36,76,79
358,EQX1358,Crane,Ahmedabad SEZ,October,Sunday,Cloudy,9,63,31,81,16,66,72
359,EQX1359,Backhoe Loader,Goa Port,January,Saturday,Foggy,12,162,17,25,8,17,18
360,EQX1360,Wheel Loader,Mumbai Port,May,Tuesday,Sunny,19,253,30,50,55,62,75
361,EQX1361,Grader,Lucknow Expressway,April,Saturday,Cloudy,26,308,19,80,3,87,99
362,EQX1362,Crane,Mysuru Township,October,Thursday,Sunny,7,109,56,74,21,64,73
363,EQX1363,Excavator,Mumbai Port,February,Friday,Sunny,20,140,47,66,2,61,71
364,EQX1364,Wheel Loader,Coimbatore Plant,March,Saturday,Cloudy,30,370,0,7,11,10,10
365,EQX1365,Grader,Hyderabad Ring Road,February,Wednesday,Cloudy,12,153,38,80,8,75,81
366,EQX1366,Crane,Surat Industrial,March,Friday,Sunny,26,301,14,27,47,42,46
367,EQX1367,Crane,Mysuru Township,April,Tuesday,Cloudy,27,201,12,98,46,92,104
368,EQX1368,Grader,Mysuru Township,December,Wednesday,Sunny,13,180,59,9,13,13,16
369,EQX1369,Wheel Loader,Pune Highway,November,Wednesday,Foggy,30,274,12,100,6,92,101
370,EQX1370,Crane,Lucknow Expressway,March,Wednesday,Sunny,15,98,11,36,46,23,28
371,EQX1371,Backhoe Loader,Bengaluru Airport,February,Thursday,Sunny,13,140,40,26,58,24,27
372,EQX1372,Roller,Ahmedabad SEZ,June,Sunday,Sunny,4,63,24,25,30,12,25
373,EQX1373,Excavator,Lucknow Expressway,May,Tuesday,Sunny,9,56,34,26,58,23,33
374,EQX1374,Bulldozer,Lucknow Expressway,September,Friday,Cloudy,20,215,0,60,43,50,59
375,EQX1375,Roller,Pune Highway,March,Saturday,Sunny,11,83,41,94,37,102,113
376,EQX1376,Backhoe Loader,Jaipur Smart City,November,Thursday,Cloudy,8,49,42,78,37,89,93
377,EQX1377,Grader,Chennai Metro,January,Tuesday,Foggy,14,93,47,30,8,15,16
378,EQX1378,Grader,Hyderabad Ring Road,November,Thursday,Cloudy,16,195,23,105,27,105,113
379,EQX1379,Backhoe Loader,Coimbatore Plant,February,Thursday,Cloudy,12,119,11,62,4,55,60
380,EQX1380,Dump Truck,Nagpur Mine,May,Sunday,Sunny,19,118,0,15,44,11,22
381,EQX1381,Roller,Kochi Harbor,October,Sunday,Sunny,2,36,64,58,36,64,71
382,EQX1382,Dump Truck,Bhopal Quarry,October,Friday,Sunny,10,72,0,69,38,82,92
383,EQX1383,Grader,Coimbatore Plant,February,Monday,Cloudy,6,67,18,21,4,19,20
384,EQX1384,Roller,Vizag Port,April,Monday,Cloudy,27,278,13,98,60,108,119
385,EQX1385,Bulldozer,Ahmedabad SEZ,July,Monday,Cloudy,18,152,48,63,60,75,88
386,EQX1386,Roller,Vizag Port,February,Monday,Cloudy,5,68,7,18,38,27,26
387,EQX1387,Backhoe Loader,Surat Industrial,September,Monday,Rainy,9,101,53,78,40,78,87
388,EQX1388,Grader,Vizag Port,May,Wednesday,Hot,20,221,31,9,27,22,27
389,EQX1389,Wheel Loader,Bhopal Quarry,January,Wednesday,Cloudy,30,251,0,48,54,58,60
390,EQX1390,Backhoe Loader,Pune Highway,May,Sunday,Hot,28,200,10,100,30,109,124
391,EQX1391,Crane,Patna Bridge,May,Thursday,Hot,21,132,35,32,60,43,49
392,EQX1392,Dump Truck,Bengaluru Airport,September,Thursday,Rainy,17,209,0,44,47,45,52
393,EQX1393,Grader,Chennai Metro,September,Monday,Sunny,6,48,1,36,4,35,49
394,EQX1394,Crane,Nagpur Mine,December,Monday,Sunny,12,158,52,55,42,69,75
395,EQX1395,Excavator,Bhopal Quarry,April,Wednesday,Hot,20,185,40,80,37,76,85
396,EQX1396,Grader,Jaipur Smart City,May,Tuesday,Sunny,1,10,19,114,38,123,143
397,EQX1397,Wheel Loader,Delhi NCR,November,Sunday,Sunny,9,112,56,7,57,16,17
398,EQX1398,Excavator,Coimbatore Plant,August,Wednesday,Rainy,20,240,8,37,40,47,57
399,EQX1399,Backhoe Loader,Kolkata Dock,July,Sunday,Stormy,15,126,44,43,45,44,53
400,EQX1400,Roller,Chennai Metro,October,Wednesday,Sunny,17,198,54,87,40,91,101
401,EQX1401,Backhoe Loader,Bhopal Quarry,November,Saturday,Sunny,3,32,38,115,19,108,122
402,EQX1402,Backhoe Loader,Goa Port,April,Tuesday,Sunny,25,176,26,89,22,95,112
403,EQX1403,Excavator,Jaipur Smart City,November,Saturday,Cloudy,9,93,40,99,4,102,110
404,EQX1404,Wheel Loader,Mumbai Port,June,Wednesday,Sunny,22,240,38,90,24,91,110
405,EQX1405,Grader,Coimbatore Plant,November,Sunday,Foggy,10,75,6,99,18,107,115
406,EQX1406,Grader,Hyderabad Ring Road,November,Wednesday,Cloudy,8,71,31,58,52,71,73
407,EQX1407,Crane,Indore Logistics,May,Friday,Hot,28,183,0,115,42,118,134
408,EQX1408,Bulldozer,Goa Port,August,Monday,Rainy,4,69,44,72,21,70,83
409,EQX1409,Grader,Lucknow Expressway,March,Tuesday,Sunny,14,154,4,45,57,52,58
410,EQX1410,Bulldozer,Coimbatore Plant,August,Sunday,Cloudy,11,122,0,62,19,53,68
411,EQX1411,Grader,Bhopal Quarry,October,Saturday,Sunny,26,336,0,21,41,19,24
412,EQX1412,Roller,Bhopal Quarry,July,Monday,Stormy,13,79,55,30,48,26,33
413,EQX1413,Crane,Chennai Metro,September,Wednesday,Cloudy,22,152,9,33,46,46,52
414,EQX1414,Backhoe Loader,Ahmedabad SEZ,March,Wednesday,Sunny,17,179,4,13,54,5,8
415,EQX1415,Backhoe Loader,Surat Industrial,August,Sunday,Cloudy,29,323,14,120,33,116,135
416,EQX1416,Wheel Loader,Chennai Metro,March,Friday,Cloudy,8,79,8,32,48,17,17
417,EQX1417,Grader,Bengaluru Airport,February,Monday,Cloudy,13,151,55,84,5,88,94
418,EQX1418,Bulldozer,Bengaluru Airport,November,Wednesday,Sunny,23,151,33,53,9,55,63
419,EQX1419,Dump Truck,Delhi NCR,December,Monday,Sunny,23,273,0,43,28,49,56
420,EQX1420,Backhoe Loader,Surat Industrial,October,Monday,Sunny,27,178,0,41,9,51,59
421,EQX1421,Dump Truck,Delhi NCR,April,Wednesday,Cloudy,25,216,0,50,47,48,55
422,EQX1422,Grader,Bhopal Quarry,January,Monday,Cloudy,30,232,31,47,17,32,34
423,EQX1423,Bulldozer,Vizag Port,February,Wednesday,Cloudy,3,52,6,97,48,85,92
424,EQX1424,Wheel Loader,Nagpur Mine,August,Wednesday,Cloudy,15,93,7,116,4,128,149
425,EQX1425,Crane,Surat Industrial,November,Saturday,Cloudy,24,147,0,6,56,5,2
426,EQX1426,Grader,Indore Logistics,June,Tuesday,Cloudy,20,183,0,52,54,47,57
427,EQX1427,Bulldozer,Indore Logistics,July,Sunday,Stormy,9,120,52,107,28,112,128
428,EQX1428,Grader,Bengaluru Airport,February,Friday,Sunny,28,199,25,80,32,90,100
429,EQX1429,Dump Truck,Kolkata Dock,March,Monday,Cloudy,20,141,0,66,60,66,69
430,EQX1430,Roller,Hyderabad Ring Road,August,Friday,Rainy,9,109,0,95,57,101,116
431,EQX1431,Wheel Loader,Goa Port,November,Tuesday,Cloudy,17,209,0,60,44,68,71
432,EQX1432,Dump Truck,Ahmedabad SEZ,June,Tuesday,Sunny,5,77,1,6,43,20,31
433,EQX1433,Dump Truck,Hyderabad Ring Road,August,Friday,Rainy,25,235,5,47,19,33,45
434,EQX1434,Wheel Loader,Ahmedabad SEZ,September,Friday,Sunny,13,163,0,63,30,73,88
435,EQX1435,Dump Truck,Indore Logistics,February,Monday,Cloudy,11,81,0,18,27,16,16
436,EQX1436,Excavator,Goa Port,February,Monday,Cloudy,18,146,40,48,25,59,61
437,EQX1437,Wheel Loader,Kochi Harbor,August,Saturday,Cloudy,25,269,35,96,44,92,108
438,EQX1438,Dump Truck,Mumbai Port,February,Saturday,Sunny,1,19,36,75,35,71,80
439,EQX1439,Bulldozer,Bhopal Quarry,January,Tuesday,Sunny,5,82,47,18,18,22,26
440,EQX1440,Wheel Loader,Delhi NCR,February,Sunday,Cloudy,15,205,9,96,23,84,92
441,EQX1441,Roller,Mysuru Township,January,Friday,Cloudy,4,62,54,89,39,104,109
442,EQX1442,Grader,Goa Port,August,Friday,Rainy,24,161,31,112,39,112,129
443,EQX1443,Grader,Coimbatore Plant,December,Friday,Cloudy,24,292,0,54,44,58,61
444,EQX1444,Crane,Surat Industrial,September,Wednesday,Rainy,20,244,11,40,27,55,62
445,EQX1445,Backhoe Loader,Vizag Port,August,Friday,Rainy,14,162,51,43,55,50,59
446,EQX1446,Crane,Kochi Harbor,December,Saturday,Cloudy,21,153,5,84,47,78,83
447,EQX1447,Crane,Coimbatore Plant,November,Wednesday,Sunny,17,192,24,95,9,104,117
448,EQX1448,Dump Truck,Kochi Harbor,October,Thursday,Cloudy,10,133,0,71,8,56,62
449,EQX1449,Grader,Bengaluru Airport,January,Tuesday,Cloudy,7,80,13,41,45,34,35
450,EQX1450,Excavator,Delhi NCR,December,Friday,Foggy,25,251,20,109,30,97,105
451,EQX1451,Wheel Loader,Kochi Harbor,December,Thursday,Cloudy,13,107,23,93,44,79,85
452,EQX1452,Roller,Lucknow Expressway,July,Sunday,Cloudy,18,108,14,30,41,42,54
453,EQX1453,Dump Truck,Kolkata Dock,April,Tuesday,Cloudy,25,267,0,104,48,119,132
454,EQX1454,Backhoe Loader,Hyderabad Ring Road,August,Thursday,Rainy,6,65,59,20,26,6,13
455,EQX1455,Backhoe Loader,Vizag Port,September,Tuesday,Rainy,6,68,0,47,31,54,62
456,EQX1456,Excavator,Patna Bridge,March,Friday,Cloudy,2,44,36,67,52,70,73
457,EQX1457,Crane,Goa Port,February,Thursday,Cloudy,8,72,0,105,34,95,103
458,EQX1458,Roller,Mumbai Port,February,Tuesday,Cloudy,29,224,13,47,25,41,44
459,EQX1459,Dump Truck,Chennai Metro,September,Friday,Sunny,4,55,53,35,59,40,49
460,EQX1460,Wheel Loader,Lucknow Expressway,January,Wednesday,Cloudy,13,159,36,37,36,45,45
461,EQX1461,Excavator,Goa Port,September,Saturday,Rainy,26,274,36,10,20,23,26
462,EQX1462,Wheel Loader,Hyderabad Ring Road,June,Monday,Sunny,4,52,64,73,2,78,96
463,EQX1463,Wheel Loader,Delhi NCR,November,Saturday,Foggy,28,321,0,31,36,42,43
464,EQX1464,Roller,Vizag Port,November,Monday,Sunny,1,31,41,9,7,5,9
465,EQX1465,Grader,Mysuru Township,May,Thursday,Sunny,27,197,25,54,30,59,74
466,EQX1466,Roller,Ahmedabad SEZ,June,Monday,Rainy,22,149,0,87,48,91,104
467,EQX1467,Excavator,Kolkata Dock,December,Friday,Sunny,30,303,7,105,45,99,112
468,EQX1468,Bulldozer,Ahmedabad SEZ,May,Tuesday,Hot,13,177,0,65,12,67,79
469,EQX1469,Grader,Kochi Harbor,December,Sunday,Foggy,10,114,28,91,58,105,110
470,EQX1470,Crane,Kochi Harbor,January,Friday,Cloudy,5,31,0,78,40,75,80
471,EQX1471,Bulldozer,Kolkata Dock,May,Tuesday,Sunny,7,83,58,23,12,13,24
472,EQX1472,Backhoe Loader,Coimbatore Plant,April,Friday,Sunny,22,282,0,113,50,127,145
473,EQX1473,Dump Truck,Hyderabad Ring Road,November,Friday,Foggy,10,112,22,17,14,25,25
474,EQX1474,Dump Truck,Vizag Port,June,Tuesday,Cloudy,22,249,0,41,41,28,38
475,EQX1475,Crane,Lucknow Expressway,August,Sunday,Cloudy,20,229,0,77,38,73,88
476,EQX1476,Crane,Chennai Metro,July,Thursday,Rainy,11,102,17,96,49,101,118
477,EQX1477,Backhoe Loader,Lucknow Expressway,June,Thursday,Rainy,29,275,28,50,51,44,52
478,EQX1478,Bulldozer,Nagpur Mine,March,Saturday,Sunny,28,340,40,30,18,38,43
479,EQX1479,Bulldozer,Chennai Metro,December,Thursday,Sunny,28,300,0,109,39,112,125
480,EQX1480,Wheel Loader,Nagpur Mine,January,Sunday,Cloudy,18,195,1,51,27,43,46
481,EQX1481,Backhoe Loader,Goa Port,March,Tuesday,Cloudy,17,114,29,69,2,75,80
482,EQX1482,Grader,Indore Logistics,September,Tuesday,Cloudy,6,60,66,89,57,104,114
483,EQX1483,Dump Truck,Mumbai Port,June,Monday,Rainy,25,232,0,38,25,30,39
484,EQX1484,Wheel Loader,Ahmedabad SEZ,September,Saturday,Rainy,16,145,0,88,22,76,88
485,EQX1485,Backhoe Loader,Mysuru Township,December,Friday,Foggy,18,185,30,88,26,84,90
486,EQX1486,Bulldozer,Ahmedabad SEZ,September,Wednesday,Rainy,30,226,21,50,54,62,68
487,EQX1487,Dump Truck,Goa Port,August,Saturday,Rainy,29,217,0,34,6,35,47
488,EQX1488,Backhoe Loader,Coimbatore Plant,April,Sunday,Sunny,6,67,9,89,16,87,104
489,EQX1489,Crane,Bhopal Quarry,December,Sunday,Sunny,22,213,4,80,12,85,97
490,EQX1490,Roller,Bengaluru Airport,January,Monday,Sunny,5,68,15,22,42,23,27
491,EQX1491,Grader,Nagpur Mine,January,Monday,Sunny,30,226,21,81,38,86,96
492,EQX1492,Backhoe Loader,Indore Logistics,February,Friday,Sunny,20,195,1,33,55,31,36
493,EQX1493,Grader,Patna Bridge,October,Thursday,Sunny,22,228,0,97,45,92,104
494,EQX1494,Bulldozer,Ahmedabad SEZ,April,Friday,Hot,5,30,20,71,57,85,93
495,EQX1495,Roller,Coimbatore Plant,March,Friday,Sunny,16,179,0,117,52,119,133
496,EQX1496,Bulldozer,Vizag Port,February,Saturday,Cloudy,29,307,0,119,51,125,134
497,EQX1497,Roller,Kolkata Dock,September,Sunday,Rainy,28,190,39,59,16,74,82
498,EQX1498,Dump Truck,Mysuru Township,July,Thursday,Stormy,26,310,0,59,10,52,66
499,EQX1499,Wheel Loader,Patna Bridge,February,Saturday,Cloudy,29,303,3,29,2,36,38
500,EQX1000,Excavator,Goa Port,October,Thursday,Sunny,1,29,25,93,53,88,98
501,EQX1001,Crane,Surat Industrial,February,Friday,Sunny,21,218,12,114,36,112,126
502,EQX1002,Crane,Ahmedabad SEZ,October,Tuesday,Cloudy,25,188,45,105,37,105,112
503,EQX1003,Crane,Bhopal Quarry,September,Saturday,Sunny,9,90,35,104,47,101,119
504,EQX1004,Grader,Mumbai Port,November,Thursday,Sunny,15,202,5,17,15,18,23
505,EQX1005,Crane,Bengaluru Airport,September,Tuesday,Sunny,6,74,0,107,7,118,139
506,EQX1006,Dump Truck,Hyderabad Ring Road,October,Saturday,Cloudy,3,31,44,15,40,5,3
507,EQX1007,Roller,Goa Port,July,Saturday,Cloudy,10,129,0,104,54,94,113
508,EQX1008,Dump Truck,Delhi NCR,August,Sunday,Rainy,28,333,38,41,14,27,38
509,EQX1009,Wheel Loader,Bengaluru Airport,October,Sunday,Sunny,12,104,0,25,7,18,25
510,EQX1010,Roller,Ahmedabad SEZ,June,Monday,Sunny,13,136,53,6,49,13,22
511,EQX1011,Bulldozer,Kochi Harbor,September,Friday,Rainy,30,311,14,109,19,101,115
512,EQX1012,Wheel Loader,Mysuru Township,August,Monday,Cloudy,1,13,51,69,8,71,85
513,EQX1013,Backhoe Loader,Goa Port,June,Thursday,Rainy,9,115,23,93,30,108,122
514,EQX1014,Dump Truck,Indore Logistics,April,Monday,Hot,22,216,0,66,9,59,70
515,EQX1015,Roller,Mumbai Port,November,Saturday,Sunny,26,221,19,71,36,56,65
516,EQX1016,Backhoe Loader,Hyderabad Ring Road,April,Tuesday,Hot,13,166,30,14,37,28,31
517,EQX1017,Dump Truck,Delhi NCR,June,Tuesday,Cloudy,29,298,0,100,45,114,129
518,EQX1018,Dump Truck,Mumbai Port,December,Tuesday,Sunny,24,176,2,34,14,45,52
519,EQX1019,Crane,Pune Highway,March,Sunday,Sunny,30,201,33,83,2,92,104
520,EQX1020,Excavator,Patna Bridge,August,Friday,Cloudy,11,117,24,67,13,76,91
521,EQX1021,Backhoe Loader,Mysuru Township,July,Friday,Rainy,5,46,49,66,36,52,66
522,EQX1022,Crane,Coimbatore Plant,July,Monday,Cloudy,15,112,51,63,22,70,85
523,EQX1023,Excavator,Ahmedabad SEZ,November,Tuesday,Sunny,19,124,27,83,57,76,85
524,EQX1024,Backhoe Loader,Bhopal Quarry,April,Thursday,Hot,20,171,3,68,29,59,69
525,EQX1025,Crane,Nagpur Mine,June,Sunday,Cloudy,15,123,1,78,45,70,83
526,EQX1026,Bulldozer,Mumbai Port,December,Saturday,Foggy,18,174,7,23,53,38,37
527,EQX1027,Grader,Coimbatore Plant,August,Sunday,Rainy,14,130,52,73,48,68,80
528,EQX1028,Dump Truck,Kochi Harbor,May,Monday,Hot,28,281,22,17,46,7,12
529,EQX1029,Wheel Loader,Pune Highway,May,Friday,Hot,15,175,18,51,25,53,63
530,EQX1030,Backhoe Loader,Surat Industrial,June,Saturday,Rainy,4,53,21,78,38,83,95
531,EQX1031,Grader,Lucknow Expressway,May,Friday,Hot,22,235,35,118,7,115,132
532,EQX1032,Backhoe Loader,Coimbatore Plant,August,Thursday,Rainy,21,262,32,85,41,88,102
533,EQX1033,Bulldozer,Lucknow Expressway,February,Saturday,Sunny,8,74,29,95,19,99,111
534,EQX1034,Roller,Kolkata Dock,May,Sunday,Hot,24,256,33,57,12,47,58
535,EQX1035,Excavator,Nagpur Mine,March,Monday,Sunny,24,287,0,31,12,28,35
536,EQX1036,Bulldozer,Kochi Harbor,February,Monday,Cloudy,2,36,48,72,50,59,62
537,EQX1037,Backhoe Loader,Hyderabad Ring Road,October,Thursday,Sunny,21,198,8,36,49,30,35
538,EQX1038,Grader,Chennai Metro,March,Sunday,Sunny,2,33,39,115,32,114,127
539,EQX1039,Backhoe Loader,Vizag Port,September,Friday,Rainy,23,235,35,85,49,90,100
540,EQX1040,Roller,Kochi Harbor,September,Thursday,Sunny,10,95,59,34,53,21,30
541,EQX1041,Backhoe Loader,Nagpur Mine,June,Sunday,Cloudy,5,40,0,71,54,80,92
542,EQX1042,Grader,Bhopal Quarry,June,Monday,Cloudy,18,130,44,101,32,95,110
543,EQX1043,Roller,Chennai Metro,May,Thursday,Sunny,18,150,34,117,37,115,135
544,EQX1044,Wheel Loader,Ahmedabad SEZ,March,Sunday,Cloudy,8,66,46,85,17,86,92
545,EQX1045,Backhoe Loader,Surat Industrial,May,Saturday,Hot,7,86,16,22,20,10,17
546,EQX1046,Dump Truck,Nagpur Mine,October,Monday,Cloudy,23,245,1,46,3,35,39
547,EQX1047,Excavator,Jaipur Smart City,March,Monday,Sunny,9,85,47,98,2,90,103
548,EQX1048,Grader,Delhi NCR,January,Sunday,Foggy,11,108,52,52,31,59,61
549,EQX1049,Excavator,Vizag Port,June,Tuesday,Rainy,2,40,48,14,36,14,19
550,EQX1050,Wheel Loader,Chennai Metro,May,Tuesday,Hot,4,70,27,54,51,53,62
551,EQX1051,Excavator,Pune Highway,April,Wednesday,Hot,17,193,43,54,45,69,75
552,EQX1052,Crane,Kochi Harbor,March,Wednesday,Sunny,17,110,44,86,21,77,88
553,EQX1053,Excavator,Pune Highway,November,Wednesday,Sunny,8,101,33,6,12,16,20
554,EQX1054,Bulldozer,Chennai Metro,July,Wednesday,Rainy,2,45,58,93,40,82,98
555,EQX1055,Bulldozer,Bhopal Quarry,April,Monday,Sunny,3,52,40,102,42,88,104
556,EQX1056,Crane,Kochi Harbor,November,Sunday,Sunny,26,160,36,34,22,36,42
557,EQX1057,Crane,Chennai Metro,August,Thursday,Rainy,23,218,0,37,59,23,32
558,EQX1058,Dump Truck,Kochi Harbor,September,Wednesday,Rainy,23,213,49,28,36,24,28
559,EQX1059,Dump Truck,Hyderabad Ring Road,May,Wednesday,Sunny,17,133,20,109,18,111,132
560,EQX1060,Dump Truck,Goa Port,January,Sunday,Cloudy,13,148,0,84,56,80,85
561,EQX1061,Wheel Loader,Hyderabad Ring Road,June,Sunday,Sunny,22,232,2,72,45,72,89
562,EQX1062,Grader,Lucknow Expressway,October,Monday,Cloudy,14,164,0,17,35,23,22
